,Combo_ID,huc8,Date,DTW,DTW_meters,DTW_Category,Decade
6813045,370119110181401,14080205,1991-05-01,14.0,4.2672,Very Shallow (2-5m),1990
6863098,370119110181401,14080205,1991-06-01,16.0,4.8768,Very Shallow (2-5m),1990
6913151,370119110181401,14080205,1991-07-01,14.0,4.2672,Very Shallow (2-5m),1990
6963204,370119110181401,14080205,1991-08-01,14.0,4.2672,Very Shallow (2-5m),1990
7063310,370119110181401,14080205,1991-10-01,14.5,4.4196,Very Shallow (2-5m),1990
7113363,370119110181401,14080205,1991-11-01,14.0,4.2672,Very Shallow (2-5m),1990
7163416,370119110181401,14080205,1991-12-01,14.5,4.4196,Very Shallow (2-5m),1990
7213469,370119110181401,14080205,1992-01-01,14.0,4.2672,Very Shallow (2-5m),1990
7263522,370119110181401,14080205,1992-02-01,14.0,4.2672,Very Shallow (2-5m),1990
7363628,370119110181401,14080205,1992-04-01,14.0,4.2672,Very Shallow (2-5m),1990
7713999,370119110181401,14080205,1992-11-01,14.0,4.2672,Very Shallow (2-5m),1990
7864158,370119110181401,14080205,1993-02-01,14.0,4.2672,Very Shallow (2-5m),1990
8014317,370119110181401,14080205,1993-05-01,14.0,4.2672,Very Shallow (2-5m),1990
8114423,370119110181401,14080205,1993-07-01,14.0,4.2672,Very Shallow (2-5m),1990
8214529,370119110181401,14080205,1993-09-01,14.0,4.2672,Very Shallow (2-5m),1990
8414741,370119110181401,14080205,1994-01-01,14.5,4.4196,Very Shallow (2-5m),1990
9165536,370119110181401,14080205,1995-04-01,19.0,5.7912,Shallow (5-10m),1990
9616013,370119110181401,14080205,1996-01-01,14.0,4.2672,Very Shallow (2-5m),1990
9716119,370119110181401,14080205,1996-03-01,15.0,4.572,Very Shallow (2-5m),1990
9766172,370119110181401,14080205,1996-04-01,14.0,4.2672,Very Shallow (2-5m),1990
9916331,370119110181401,14080205,1996-07-01,17.2,5.24256,Shallow (5-10m),1990
10216649,370119110181401,14080205,1997-01-01,14.0,4.2672,Very Shallow (2-5m),1990
10366808,370119110181401,14080205,1997-04-01,14.0,4.2672,Very Shallow (2-5m),1990
10516967,370119110181401,14080205,1997-07-01,14.0,4.2672,Very Shallow (2-5m),1990
10667126,370119110181401,14080205,1997-10-01,14.0,4.2672,Very Shallow (2-5m),1990
10817285,370119110181401,14080205,1998-01-01,15.0,4.572,Very Shallow (2-5m),1990
10967444,370119110181401,14080205,1998-04-01,15.0,4.572,Very Shallow (2-5m),1990
11267762,370119110181401,14080205,1998-10-01,15.0,4.572,Very Shallow (2-5m),1990
11618133,370119110181401,14080205,1999-05-01,14.0,4.2672,Very Shallow (2-5m),1990
11768292,370119110181401,14080205,1999-08-01,15.0,4.572,Very Shallow (2-5m),1990
11918451,370119110181401,14080205,1999-11-01,13.0,3.9624,Very Shallow (2-5m),1990
12068610,370119110181401,14080205,2000-02-01,14.0,4.2672,Very Shallow (2-5m),2000
12168716,370119110181401,14080205,2000-04-01,14.0,4.2672,Very Shallow (2-5m),2000
12368928,370119110181401,14080205,2000-08-01,16.0,4.8768,Very Shallow (2-5m),2000
12569140,370119110181401,14080205,2000-12-01,15.4,4.69392,Very Shallow (2-5m),2000
12769352,370119110181401,14080205,2001-04-01,14.0,4.2672,Very Shallow (2-5m),2000
13019617,370119110181401,14080205,2001-09-01,15.0,4.572,Very Shallow (2-5m),2000
13169776,370119110181401,14080205,2001-12-01,14.0,4.2672,Very Shallow (2-5m),2000
13319935,370119110181401,14080205,2002-03-01,14.0,4.2672,Very Shallow (2-5m),2000
13470094,370119110181401,14080205,2002-06-01,17.0,5.1816,Shallow (5-10m),2000
13520147,370119110181401,14080205,2002-07-01,15.0,4.572,Very Shallow (2-5m),2000
13570200,370119110181401,14080205,2002-08-01,14.0,4.2672,Very Shallow (2-5m),2000
13620253,370119110181401,14080205,2002-09-01,15.0,4.572,Very Shallow (2-5m),2000
13670306,370119110181401,14080205,2002-10-01,16.0,4.8768,Very Shallow (2-5m),2000
13870518,370119110181401,14080205,2003-02-01,15.0,4.572,Very Shallow (2-5m),2000
13970624,370119110181401,14080205,2003-04-01,14.0,4.2672,Very Shallow (2-5m),2000
14070730,370119110181401,14080205,2003-06-01,15.0,4.572,Very Shallow (2-5m),2000
14120783,370119110181401,14080205,2003-07-01,17.1,5.21208,Shallow (5-10m),2000
14170836,370119110181401,14080205,2003-08-01,17.0,5.1816,Shallow (5-10m),2000
14220889,370119110181401,14080205,2003-09-01,15.0,4.572,Very Shallow (2-5m),2000
14270942,370119110181401,14080205,2003-10-01,16.0,4.8768,Very Shallow (2-5m),2000
14320995,370119110181401,14080205,2003-11-01,13.5,4.1148,Very Shallow (2-5m),2000
14371048,370119110181401,14080205,2003-12-01,14.0,4.2672,Very Shallow (2-5m),2000
14471154,370119110181401,14080205,2004-02-01,15.0,4.572,Very Shallow (2-5m),2000
14521207,370119110181401,14080205,2004-03-01,13.0,3.9624,Very Shallow (2-5m),2000
14571260,370119110181401,14080205,2004-04-01,14.0,4.2672,Very Shallow (2-5m),2000
14621313,370119110181401,14080205,2004-05-01,13.0,3.9624,Very Shallow (2-5m),2000
14721419,370119110181401,14080205,2004-07-01,14.0,4.2672,Very Shallow (2-5m),2000
14771472,370119110181401,14080205,2004-08-01,14.0,4.2672,Very Shallow (2-5m),2000
14821525,370119110181401,14080205,2004-09-01,13.0,3.9624,Very Shallow (2-5m),2000
5216689,521955,15010001,1988-09-01,0.0,0.0,Near Surface (<2m),1980
5216690,521956,15010001,1988-09-01,0.0,0.0,Near Surface (<2m),1980
6021009,526708,15010001,1990-01-01,0.0,0.0,Near Surface (<2m),1990
6071061,526707,15010001,1990-02-01,0.0,0.0,Near Surface (<2m),1990
6871915,528959,15010001,1991-06-01,105.0,32.004000000000005,Deep (10-61m),1990
10181510,558318,15010001,1996-12-01,24.0,7.315200000000001,Shallow (5-10m),1990
10181511,558319,15010001,1996-12-01,24.0,7.315200000000001,Shallow (5-10m),1990
23023330,921252,15010001,2018-04-01,28.0,8.5344,Shallow (5-10m),2010
23023332,921254,15010001,2018-04-01,28.0,8.5344,Shallow (5-10m),2010
4666101,518231,15010002,1987-10-01,0.0,0.0,Near Surface (<2m),1980
23023331,921252,15010002,2018-04-01,28.0,8.5344,Shallow (5-10m),2010
23023333,921254,15010002,2018-04-01,28.0,8.5344,Shallow (5-10m),2010
27565,603408,15010003,1980-01-01,30.0,9.144,Shallow (5-10m),1980
30008,614925,15010003,1980-01-01,45.0,13.716000000000001,Deep (10-61m),1980
3614981,512750,15010003,1986-01-01,30.0,9.144,Shallow (5-10m),1980
3665035,513585,15010003,1986-02-01,0.0,0.0,Near Surface (<2m),1980
3765142,514017,15010003,1986-04-01,0.0,0.0,Near Surface (<2m),1980
3965355,514724,15010003,1986-08-01,0.0,0.0,Near Surface (<2m),1980
4115515,514725,15010003,1986-11-01,0.0,0.0,Near Surface (<2m),1980
4315728,515983,15010003,1987-03-01,0.0,0.0,Near Surface (<2m),1980
4415835,517316,15010003,1987-05-01,0.0,0.0,Near Surface (<2m),1980
4666102,519304,15010003,1987-10-01,0.0,0.0,Near Surface (<2m),1980
5166634,521579,15010003,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5166635,521833,15010003,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5216686,520908,15010003,1988-09-01,0.0,0.0,Near Surface (<2m),1980
5970954,526281,15010003,1989-12-01,66.0,20.1168,Deep (10-61m),1980
6121117,527558,15010003,1990-03-01,0.0,0.0,Near Surface (<2m),1990
6171171,527559,15010003,1990-04-01,51.0,15.5448,Deep (10-61m),1990
6271275,526741,15010003,1990-06-01,33.0,10.0584,Deep (10-61m),1990
6271278,528195,15010003,1990-06-01,50.0,15.24,Deep (10-61m),1990
6921969,532251,15010003,1991-07-01,16.0,4.8768,Very Shallow (2-5m),1990
6921970,532252,15010003,1991-07-01,16.0,4.8768,Very Shallow (2-5m),1990
6921971,532368,15010003,1991-07-01,12.0,3.6576000000000004,Very Shallow (2-5m),1990
6921972,532369,15010003,1991-07-01,12.0,3.6576000000000004,Very Shallow (2-5m),1990
8326623,540990,15010003,1993-11-01,12.0,3.6576000000000004,Very Shallow (2-5m),1990
8326624,540991,15010003,1993-11-01,12.0,3.6576000000000004,Very Shallow (2-5m),1990
8777102,542897,15010003,1994-08-01,15.0,4.572,Very Shallow (2-5m),1990
8777103,542898,15010003,1994-08-01,15.0,4.572,Very Shallow (2-5m),1990
8777104,542899,15010003,1994-08-01,15.0,4.572,Very Shallow (2-5m),1990
9177529,547993,15010003,1995-04-01,0.0,0.0,Near Surface (<2m),1990
10181509,556288,15010003,1996-12-01,22.0,6.7056000000000004,Shallow (5-10m),1990
10682042,562853,15010003,1997-10-01,35.0,10.668000000000001,Deep (10-61m),1990
12088165,578524,15010003,2000-02-01,33.0,10.0584,Deep (10-61m),2000
12088166,578525,15010003,2000-02-01,31.0,9.4488,Shallow (5-10m),2000
12088167,578526,15010003,2000-02-01,29.0,8.8392,Shallow (5-10m),2000
12088168,578527,15010003,2000-02-01,29.0,8.8392,Shallow (5-10m),2000
12088169,578528,15010003,2000-02-01,35.0,10.668000000000001,Deep (10-61m),2000
12088170,578529,15010003,2000-02-01,35.0,10.668000000000001,Deep (10-61m),2000
12088171,578530,15010003,2000-02-01,28.0,8.5344,Shallow (5-10m),2000
12088172,579181,15010003,2000-02-01,10.0,3.048,Very Shallow (2-5m),2000
12188280,580536,15010003,2000-04-01,135.0,41.148,Deep (10-61m),2000
12688811,585328,15010003,2001-02-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
14042401,598251,15010003,2003-05-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
14042402,598252,15010003,2003-05-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
14042403,598253,15010003,2003-05-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
14042404,598254,15010003,2003-05-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
16669396,215363,15010003,2007-10-01,0.0,0.0,Near Surface (<2m),2000
17715356,910822,15010003,2009-06-01,26.0,7.9248,Shallow (5-10m),2000
18416099,910990,15010003,2010-08-01,34.0,10.3632,Deep (10-61m),2010
19422312,221354,15010003,2012-05-01,42.0,12.8016,Deep (10-61m),2010
22072322,919879,15010003,2016-09-01,30.0,9.144,Shallow (5-10m),2010
236657,637698,15010004,1980-05-01,10.0,3.048,Very Shallow (2-5m),1980
600641,87824,15010004,1981-01-01,6.0,1.8288000000000002,Near Surface (<2m),1980
951011,87790,15010004,1981-08-01,12.0,3.6576000000000004,Very Shallow (2-5m),1980
1509744,502417,15010004,1982-07-01,7.0,2.1336,Very Shallow (2-5m),1980
1910170,504842,15010004,1983-03-01,0.0,0.0,Near Surface (<2m),1980
2060330,505520,15010004,1983-06-01,0.0,0.0,Near Surface (<2m),1980
2610915,507040,15010004,1984-05-01,0.0,0.0,Near Surface (<2m),1980
2610916,507470,15010004,1984-05-01,0.0,0.0,Near Surface (<2m),1980
2610917,507471,15010004,1984-05-01,0.0,0.0,Near Surface (<2m),1980
2660972,508131,15010004,1984-06-01,0.0,0.0,Near Surface (<2m),1980
2761079,508731,15010004,1984-08-01,0.0,0.0,Near Surface (<2m),1980
3314677,511679,15010004,1985-07-01,0.0,0.0,Near Surface (<2m),1980
4015421,515021,15010004,1986-09-01,0.0,0.0,Near Surface (<2m),1980
4065476,515031,15010004,1986-10-01,0.0,0.0,Near Surface (<2m),1980
4465899,515027,15010004,1987-06-01,0.0,0.0,Near Surface (<2m),1980
4465901,517576,15010004,1987-06-01,0.0,0.0,Near Surface (<2m),1980
4465903,518000,15010004,1987-06-01,0.0,0.0,Near Surface (<2m),1980
4465904,518001,15010004,1987-06-01,0.0,0.0,Near Surface (<2m),1980
4566011,518002,15010004,1987-08-01,0.0,0.0,Near Surface (<2m),1980
4566012,518003,15010004,1987-08-01,0.0,0.0,Near Surface (<2m),1980
4566013,518004,15010004,1987-08-01,0.0,0.0,Near Surface (<2m),1980
4566014,518005,15010004,1987-08-01,0.0,0.0,Near Surface (<2m),1980
4566017,518385,15010004,1987-08-01,0.0,0.0,Near Surface (<2m),1980
5016499,520641,15010004,1988-05-01,0.0,0.0,Near Surface (<2m),1980
5066564,521479,15010004,1988-06-01,90.0,27.432000000000002,Deep (10-61m),1980
5116606,520696,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116609,521298,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116610,521299,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116611,521300,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116612,521301,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116613,521302,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5116616,521308,15010004,1988-07-01,0.0,0.0,Near Surface (<2m),1980
5166667,521303,15010004,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5166668,521307,15010004,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5166672,521746,15010004,1988-08-01,10.0,3.048,Very Shallow (2-5m),1980
5166673,521804,15010004,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5166674,521805,15010004,1988-08-01,0.0,0.0,Near Surface (<2m),1980
5216724,521595,15010004,1988-09-01,48.0,14.630400000000002,Deep (10-61m),1980
5216728,522206,15010004,1988-09-01,70.0,21.336000000000002,Deep (10-61m),1980
5216729,522306,15010004,1988-09-01,5.0,1.524,Near Surface (<2m),1980
5216730,522308,15010004,1988-09-01,8.0,2.4384,Very Shallow (2-5m),1980
5216731,522345,15010004,1988-09-01,0.0,0.0,Near Surface (<2m),1980
5266785,522346,15010004,1988-10-01,0.0,0.0,Near Surface (<2m),1980
5266786,522414,15010004,1988-10-01,0.0,0.0,Near Surface (<2m),1980
5717264,523637,15010004,1989-07-01,0.0,0.0,Near Surface (<2m),1980
5720702,524855,15010004,1989-07-01,0.0,0.0,Near Surface (<2m),1980
5720703,524856,15010004,1989-07-01,0.0,0.0,Near Surface (<2m),1980
5720704,524857,15010004,1989-07-01,0.0,0.0,Near Surface (<2m),1980
5720705,524858,15010004,1989-07-01,0.0,0.0,Near Surface (<2m),1980
6121132,527332,15010004,1990-03-01,0.0,0.0,Near Surface (<2m),1990
6221240,527922,15010004,1990-05-01,0.0,0.0,Near Surface (<2m),1990
6371400,528505,15010004,1990-08-01,0.0,0.0,Near Surface (<2m),1990
6371402,528936,15010004,1990-08-01,0.0,0.0,Near Surface (<2m),1990
6421456,528937,15010004,1990-09-01,0.0,0.0,Near Surface (<2m),1990
6471507,528646,15010004,1990-10-01,0.0,0.0,Near Surface (<2m),1990
6921987,530199,15010004,1991-07-01,6.0,1.8288000000000002,Near Surface (<2m),1990
7022095,532709,15010004,1991-09-01,10.0,3.048,Very Shallow (2-5m),1990
7022096,532710,15010004,1991-09-01,10.0,3.048,Very Shallow (2-5m),1990
7022097,532711,15010004,1991-09-01,10.0,3.048,Very Shallow (2-5m),1990
7022098,532712,15010004,1991-09-01,10.0,3.048,Very Shallow (2-5m),1990
7322421,534464,15010004,1992-03-01,18.0,5.486400000000001,Shallow (5-10m),1990
7322422,534465,15010004,1992-03-01,10.0,3.048,Very Shallow (2-5m),1990
7926205,538717,15010004,1993-03-01,170.0,51.816,Deep (10-61m),1990
8226524,540334,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226525,540335,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226526,540336,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226527,540337,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226528,540338,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226529,540339,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8226530,540340,15010004,1993-09-01,9.0,2.7432000000000003,Very Shallow (2-5m),1990
8559068,87824,15010004,1994-04-01,0.6,0.18288000000000001,Near Surface (<2m),1990
8586646,602839,15010004,1994-04-01,1.2,0.36576000000000003,Near Surface (<2m),1990
8626959,543712,15010004,1994-05-01,0.0,0.0,Near Surface (<2m),1990
8626960,543826,15010004,1994-05-01,3.0,0.9144000000000001,Near Surface (<2m),1990
8977326,541856,15010004,1994-12-01,0.0,0.0,Near Surface (<2m),1990
10231570,559760,15010004,1997-01-01,132.0,40.2336,Deep (10-61m),1990
11562248,87824,15010004,1999-04-01,7.1,2.16408,Very Shallow (2-5m),1990
11589826,602839,15010004,1999-04-01,5.2,1.5849600000000001,Near Surface (<2m),1990
12989134,588026,15010004,2001-08-01,18.0,5.486400000000001,Shallow (5-10m),2000
14042413,598256,15010004,2003-05-01,5.0,1.524,Near Surface (<2m),2000
14565428,87824,15010004,2004-04-01,4.6,1.40208,Near Surface (<2m),2000
14593006,602839,15010004,2004-04-01,2.9,0.88392,Near Surface (<2m),2000
14665537,203731,15010004,2004-06-01,30.0,9.144,Shallow (5-10m),2000
14765646,204576,15010004,2004-08-01,13.0,3.9624,Very Shallow (2-5m),2000
14765647,204577,15010004,2004-08-01,13.0,3.9624,Very Shallow (2-5m),2000
14765648,204578,15010004,2004-08-01,13.0,3.9624,Very Shallow (2-5m),2000
14765649,204579,15010004,2004-08-01,13.0,3.9624,Very Shallow (2-5m),2000
14765650,204580,15010004,2004-08-01,13.0,3.9624,Very Shallow (2-5m),2000
15010204,901244,15010004,2004-12-01,22.0,6.7056000000000004,Shallow (5-10m),2000
15310523,902410,15010004,2005-06-01,16.0,4.8768,Very Shallow (2-5m),2000
16013565,905276,15010004,2006-08-01,8.0,2.4384,Very Shallow (2-5m),2000
16113673,905777,15010004,2006-10-01,25.0,7.62,Shallow (5-10m),2000
16113674,905778,15010004,2006-10-01,31.0,9.4488,Shallow (5-10m),2000
16714312,908054,15010004,2007-10-01,12.0,3.6576000000000004,Very Shallow (2-5m),2000
16864472,908331,15010004,2008-01-01,3.0,0.9144000000000001,Near Surface (<2m),2000
17314951,909846,15010004,2008-10-01,37.0,11.277600000000001,Deep (10-61m),2000
18966704,913475,15010004,2011-07-01,14.0,4.2672,Very Shallow (2-5m),2010
19317076,914100,15010004,2012-02-01,35.0,10.668000000000001,Deep (10-61m),2010
23173501,921911,15010004,2018-07-01,65.0,19.812,Deep (10-61m),2010
23223556,921993,15010004,2018-08-01,135.0,41.148,Deep (10-61m),2010
26533940,352343111580701,15010004,2024-03-01,6.1,1.85928,Near Surface (<2m),2020
26568375,644467,15010004,2024-03-01,7.9,2.4079200000000003,Very Shallow (2-5m),2020
26568388,646927,15010004,2024-03-01,2.8,0.85344,Near Surface (<2m),2020
186601,637021,15010005,1980-04-01,135.9,41.422320000000006,Deep (10-61m),1980
2682831,614902,15010005,1984-06-01,7.57,2.3073360000000003,Very Shallow (2-5m),1980
2682832,614903,15010005,1984-06-01,14.8,4.51104,Very Shallow (2-5m),1980
3590205,637021,15010005,1985-12-01,137.3,41.84904,Deep (10-61m),1980
4384633,614902,15010005,1987-04-01,8.4,2.5603200000000004,Very Shallow (2-5m),1980
4384634,614903,15010005,1987-04-01,15.3,4.6634400000000005,Very Shallow (2-5m),1980
4387921,629085,15010005,1987-04-01,22.8,6.949440000000001,Shallow (5-10m),1980
6643438,637021,15010005,1991-01-01,134.0,40.8432,Deep (10-61m),1990
9540092,614902,15010005,1995-11-01,2.8,0.85344,Near Surface (<2m),1990
9540093,614903,15010005,1995-11-01,9.4,2.86512,Very Shallow (2-5m),1990
9543380,629085,15010005,1995-11-01,44.6,13.594080000000002,Deep (10-61m),1990
9546512,637021,15010005,1995-11-01,134.3,40.93464000000001,Deep (10-61m),1990
13491825,592082,15010005,2002-06-01,0.0,0.0,Near Surface (<2m),2000
14551812,637021,15010005,2004-03-01,134.0,40.8432,Deep (10-61m),2000
15649846,629085,15010005,2006-01-01,111.3,33.92424,Deep (10-61m),2000
15853190,637021,15010005,2006-05-01,131.3,40.02024000000001,Deep (10-61m),2000
16103455,637021,15010005,2006-10-01,133.3,40.62984000000001,Deep (10-61m),2000
16804197,637021,15010005,2007-12-01,133.1,40.56888,Deep (10-61m),2000
17304727,637021,15010005,2008-10-01,133.8,40.78224000000001,Deep (10-61m),2000
17905363,637021,15010005,2009-10-01,133.4,40.660320000000006,Deep (10-61m),2000
18505999,637021,15010005,2010-10-01,133.5,40.6908,Deep (10-61m),2010
19106635,637021,15010005,2011-10-01,133.1,40.56888,Deep (10-61m),2010
19757324,637021,15010005,2012-11-01,133.0,40.5384,Deep (10-61m),2010
20067872,915491,15010005,2013-05-01,52.0,15.8496,Deep (10-61m),2010
20307907,637021,15010005,2013-10-01,132.2,40.29456,Deep (10-61m),2010
20908543,637021,15010005,2014-10-01,138.7,42.27576,Deep (10-61m),2010
21509179,637021,15010005,2015-10-01,133.5,40.6908,Deep (10-61m),2010
22109815,637021,15010005,2016-10-01,130.6,39.80688,Deep (10-61m),2010
22710451,637021,15010005,2017-10-01,124.6,37.97808,Deep (10-61m),2010
23311087,637021,15010005,2018-10-01,129.1,39.34968,Deep (10-61m),2010
23911723,637021,15010005,2019-10-01,129.3,39.41064000000001,Deep (10-61m),2010
24512359,637021,15010005,2020-10-01,136.1,41.48328,Deep (10-61m),2020
24962836,637021,15010005,2021-07-01,126.8,38.64864,Deep (10-61m),2020
25112995,637021,15010005,2021-10-01,134.2,40.90416,Deep (10-61m),2020
